,CM_M_CM_M_01_Whole,CM_M_CM_M_02_Whole,CR_M_CR_M_01_Whole,CR_M_CR_M_02_Whole,H_M_H_M_01_Whole,H_M_H_M_02_Whole
300,0.362592682016,0.362597337282,0.825551447741,1.19537832532,0.524017579828,0.520618348759
301,0.360365731608,0.362801034887,0.820871785382,1.18852689766,0.516063077045,0.512677503023
302,0.35543934184,0.359391093745,0.81002580287,1.1910905209,0.514755515335,0.514123231438
303,0.350773969203,0.360172487494,0.810683223023,1.16703770273,0.51548776325,0.508798558574
304,0.353415963712,0.368305846859,0.818877564362,1.17001132646,0.50852710565,0.507185338569
305,0.347055022967,0.373042234822,0.81146153134,1.16115505249,0.502997422318,0.504279895982
306,0.344653467047,0.371988591292,0.813781796413,1.15106940879,0.50446466962,0.501008494486
307,0.341813441476,0.370821339709,0.812407784642,1.14297181085,0.498709661913,0.50171847497
308,0.342525787212,0.367448386083,0.80765189111,1.15049477958,0.494616523106,0.497571790332
309,0.341003277203,0.370360555183,0.801561956085,1.13421162776,0.497592039697,0.494781264291
310,0.337626289205,0.374353484965,0.79721551514,1.12974592909,0.496033397669,0.491777644164
311,0.337109675243,0.373571575571,0.78575327075,1.1183017234,0.494569779441,0.488766647842
312,0.337543792819,0.372744739807,0.775828736262,1.10558661926,0.49295790842,0.485980431855
313,0.336845427484,0.373671748065,0.767914888754,1.10055006034,0.496720711342,0.483819885898
314,0.338013353575,0.381840819557,0.762701192877,1.0961626347,0.495822782154,0.485315972282
315,0.34305563171,0.388999651511,0.752708376162,1.07274200299,0.493896245931,0.48116512824
316,0.346518233805,0.395706117522,0.746817790945,1.05122414929,0.491715161688,0.4795195013
317,0.350221854168,0.40316808543,0.746054572284,1.03627089746,0.489950667775,0.47885858335
318,0.357939723475,0.412551265543,0.740838392745,1.02624374165,0.486515675093,0.477540456591
319,0.362855952618,0.424725375407,0.740886444731,1.0108161135,0.491248231813,0.479313521873
320,0.371289136092,0.431210014197,0.740184083425,1.00229550991,0.490955774265,0.476426420321
321,0.377559409801,0.441554779419,0.730975695688,1.00096241021,0.491828774124,0.473939456801
322,0.385834780469,0.449283212378,0.729147233245,0.990778104883,0.489569856712,0.47151911374
323,0.391943202054,0.453269891695,0.728408652091,0.974169666184,0.488763551618,0.472424730344
324,0.400637104621,0.467185808714,0.726569230896,0.967238124743,0.485156299144,0.472101451975
325,0.403196012776,0.472338999043,0.72263381525,0.964175629858,0.486627995379,0.472835608025
326,0.413895220395,0.491916528187,0.719141918995,0.9752492649,0.488515395557,0.473688666633
327,0.422353320637,0.505512512241,0.716307933726,0.97729670121,0.481644291955,0.471681367297
328,0.430499074901,0.516055687694,0.718281223419,0.983699180387,0.481751781429,0.468644365988
329,0.435894606238,0.521429776677,0.717780421145,0.986716862523,0.480479274123,0.472595325474
330,0.443509480063,0.522290770355,0.709056767353,0.991473416632,0.474821862146,0.472190751482
331,0.455400925149,0.540247386036,0.710520747288,0.982914410136,0.47246471894,0.470361967077
332,0.4689678566,0.552729243357,0.703306645704,1.00670385142,0.46963753866,0.474550485433
333,0.483746353429,0.56426421995,0.698666313326,1.0052918044,0.465169769377,0.477268952057
334,0.495769767285,0.578090247417,0.692501490819,1.01876297721,0.465998380525,0.485887548674
335,0.50577047134,0.589686516722,0.679989781992,1.02493769571,0.461492534251,0.48531278344
336,0.511408488367,0.594089475498,0.678652992218,1.03061007571,0.459828179494,0.490013957848
337,0.516852800156,0.606424135709,0.668759258877,1.01437872484,0.458552993193,0.49326976267
338,0.526863881961,0.628259952546,0.666165337373,1.01583137756,0.45495611019,0.490712768235
339,0.528393217708,0.647059000945,0.662079535223,1.00982375006,0.451851792791,0.494762521852
340,0.532090782365,0.660006521935,0.65426734325,1.00093804812,0.447623232501,0.49286323772
341,0.533777518315,0.665380304585,0.645804925775,0.989852565573,0.438479869396,0.496630163512
342,0.539094881954,0.683248607888,0.639906151272,0.991442982802,0.437274221323,0.501321314596
343,0.546556446797,0.693714780343,0.631521229212,0.994037971733,0.437837324908,0.499294020987
344,0.548237432805,0.709779609603,0.62091997759,1.00260155922,0.433715433991,0.498926974412
345,0.558202844812,0.718646156091,0.617231294634,0.986818452894,0.433322537077,0.506535827166
346,0.560664652422,0.72985716133,0.607964677628,0.9848461873,0.43216967292,0.505756389327
347,0.569588996472,0.734921660678,0.606684884708,0.971728131908,0.427245924463,0.509605984799
348,0.572004355967,0.734742341755,0.604255160417,0.965858059989,0.42442762157,0.513239519148
349,0.583108656292,0.741435428001,0.588616038072,0.951889345484,0.423998396677,0.517257186835
350,0.59238156722,0.749972424706,0.578062463754,0.950082823897,0.429259028149,0.519564439316
351,0.598577317539,0.753125136252,0.572439454,0.942903734528,0.435148458931,0.522182362746
352,0.602314541853,0.759852072673,0.571819056123,0.943641632702,0.436216509003,0.524957875587
353,0.611326833766,0.770161822883,0.563044422268,0.938833395107,0.437130156208,0.524699816428
354,0.618563674503,0.778890006094,0.554643151038,0.930029625619,0.438898084277,0.526832849481
355,0.626574790034,0.786683194191,0.554916114874,0.92482468863,0.440248550603,0.534632615395
356,0.634935151091,0.805484258448,0.547289979874,0.92979835897,0.440249971649,0.537742635018
357,0.634024553086,0.823186167039,0.541755196224,0.925555023041,0.441569110687,0.54448885311
358,0.643980038203,0.837255001641,0.535384964662,0.93732619915,0.436531905391,0.552362408442
359,0.654607400055,0.847021203852,0.530452262108,0.947767380567,0.44270075629,0.560714063572
360,0.664707646734,0.843861416214,0.531544079042,0.95049944988,0.449080424376,0.566138582864
361,0.676511893931,0.854502356747,0.525148939465,0.955081255539,0.454475573238,0.573130146559
362,0.686341427578,0.870263220813,0.52723466185,0.947916637241,0.457108053902,0.581722565029
363,0.690927463102,0.873788320865,0.529648564431,0.962283311989,0.46114084859,0.592089072442
364,0.698866509629,0.877926467414,0.530207209261,0.972463015312,0.460103630927,0.600734617774
365,0.704963236061,0.889034556861,0.52991747654,0.972766068502,0.460746123651,0.607517095801
366,0.711036882211,0.898627519411,0.536228953327,0.977544918077,0.468149119502,0.611234166545
367,0.714659064841,0.913385646923,0.543479297489,0.986923891914,0.474617591151,0.618567443339
368,0.73902410119,0.926924046615,0.549597924716,1.00548385294,0.475704928447,0.631608695413
369,0.75415453563,0.939965328278,0.55799498993,1.02476197392,0.483793943059,0.648909831173
370,0.767814231402,0.951274741625,0.564555940882,1.04135062913,0.490457441495,0.662826092524
371,0.774573312752,0.967480840975,0.570461619614,1.05520956703,0.498664370737,0.673516270784
372,0.787613446857,0.990260716991,0.58000354404,1.06167234512,0.506351953267,0.682548670998
373,0.806602966379,1.0016539349,0.584593474735,1.07967175259,0.511705065179,0.692831987825
374,0.819345778041,1.01970950203,0.589704803361,1.08714650259,0.523643609579,0.703238941208
375,0.829630171219,1.04172522517,0.600992372328,1.09237492518,0.535372930627,0.71119722345
376,0.837560462241,1.05578947023,0.607546479251,1.09397637421,0.54249344107,0.720236135419
377,0.851118670121,1.06723124526,0.609956623706,1.10361560336,0.550362678966,0.736323642707
378,0.865276361843,1.07889998812,0.624867028677,1.10914373422,0.556150792381,0.746718162869
379,0.881006339576,1.09689353033,0.630210367252,1.12189023069,0.565913337306,0.755101437334
380,0.895016592862,1.11138870697,0.646039297153,1.13444853368,0.574687729059,0.768701689348
381,0.913582717145,1.12989401229,0.657400507329,1.13725063873,0.582397841417,0.784569087314
382,0.929812427685,1.13963770154,0.67075073198,1.15012351432,0.593090571659,0.796104037494
383,0.942503410486,1.16020583991,0.677895682294,1.15787726615,0.602023754353,0.806307224294
384,0.954123465036,1.16753199176,0.687618438614,1.1694511672,0.610354264187,0.81941504938
385,0.968660731211,1.17838732167,0.691999640037,1.18644541944,0.620948313357,0.82966945352
386,0.979213150336,1.18802238415,0.701035050424,1.19871879687,0.629230181535,0.844243817586
387,0.986541135423,1.1970370761,0.704590872645,1.2083592791,0.63879040369,0.857624701405
388,0.995431739534,1.20677393693,0.708759579614,1.21726482529,0.655374281361,0.869289548263
389,1.00275214205,1.21566636549,0.714585607507,1.22421553049,0.671100611475,0.879479185975
390,1.01641971982,1.22620527025,0.722460976556,1.23331722339,0.67835986592,0.891250468566
391,1.03570603705,1.23627941298,0.73003107324,1.23591905663,0.687076643776,0.903210932254
392,1.04442099515,1.24547165011,0.737407565472,1.24055921974,0.70137063047,0.912044437388
393,1.05542977181,1.25490846671,0.739232921651,1.25276238345,0.716708490046,0.923544918264
394,1.06710461411,1.26354073353,0.747894476841,1.2641314019,0.725096911581,0.935226545023
395,1.0894048313,1.26963008654,0.759602982559,1.27315103079,0.733843637326,0.947838126525
396,1.10219616142,1.27699407349,0.764289756596,1.2787834181,0.732788781237,0.958944644085
397,1.11276177831,1.28850242911,0.768290847781,1.28287092374,0.746231284301,0.96850650142
398,1.12308998477,1.29316231366,0.779135028126,1.28450831171,0.758458791776,0.979274573909
399,1.13173377797,1.30292261397,0.7882077207,1.28695689887,0.76079882149,0.985979477924
400,1.14219567384,1.31275638512,0.795237893093,1.2988763234,0.761766680401,0.996652297229
401,1.14813652923,1.32922575242,0.797931116489,1.30875376072,0.770338426604,1.00590889937
402,1.15176840451,1.33964312679,0.804752303115,1.31765931678,0.780955227291,1.01602423448
403,1.16795937446,1.34353493335,0.807938026918,1.32534027945,0.793401987063,1.02596615957
404,1.17963377825,1.35900042943,0.812036307283,1.33070513015,0.806170696297,1.03480715244
405,1.18696693856,1.37100477575,0.819441518264,1.33337546831,0.816759198887,1.0460604928
406,1.1947414359,1.38037186991,0.826559877887,1.34119624172,0.82674595817,1.05563548926
407,1.20152245584,1.3872206871,0.831261814305,1.34386840478,0.836759626327,1.0669936275
408,1.2071297963,1.39640421038,0.833885000726,1.34441485777,0.846742684015,1.07791648472
409,1.21270457972,1.40500238271,0.838681203784,1.34487265754,0.853655186498,1.0894438677
410,1.21578191745,1.41112971621,0.846742382794,1.35178306771,0.858817677068,1.09912435489
411,1.2203622443,1.41628912664,0.847387081626,1.3513691973,0.86325008586,1.10816937786
412,1.23022259177,1.42620360824,0.848777975812,1.34739464386,0.863512876821,1.11118458557
413,1.23833547901,1.43875253876,0.857300125231,1.34772754251,0.872742204401,1.11354963695
414,1.24626419236,1.44387925199,0.864297082253,1.34666146339,0.879947393683,1.11749455443
415,1.25198659638,1.44954647087,0.869967260791,1.35317724723,0.885376207468,1.12012696074
416,1.26480283041,1.45893551726,0.871975175038,1.35816247239,0.888965414821,1.12261086733
417,1.27556267165,1.46612802581,0.87466748857,1.35918806514,0.894464959241,1.12541128426
418,1.28053175032,1.47031087535,0.878845899097,1.36202702696,0.898346686538,1.12975104901
419,1.28455167598,1.48458783654,0.883837330954,1.35682717282,0.901895992387,1.13481045486
420,1.29077835637,1.48756905988,0.884515554814,1.3597365642,0.907998044965,1.13913199886
421,1.29733113209,1.49345732622,0.885263465513,1.36332375808,0.913596787946,1.14208956963
422,1.30020258126,1.49645390926,0.887491579966,1.36481527198,0.915725689881,1.14717512954
423,1.29896519339,1.50072940773,0.889717782467,1.36309525509,0.916735782956,1.15323363366
424,1.30117353049,1.50325331201,0.893639830087,1.36030051461,0.920412311,1.16251684271
425,1.30433771877,1.50724432632,0.896458081075,1.36134490578,0.927489386872,1.16851875518
426,1.30437163877,1.50949189683,0.898344826576,1.36469261045,0.928448639106,1.17338710316
427,1.30554555777,1.51056651337,0.897050258375,1.37002225156,0.930832489094,1.17786753333
428,1.30993604542,1.50958344757,0.901190866113,1.37446116467,0.934065674272,1.18038238015
429,1.31439200053,1.51359760318,0.905858403293,1.37400140571,0.938007492961,1.18526046644
430,1.31235728499,1.51403715567,0.904561286535,1.37355089541,0.946058293811,1.18775961576
431,1.30925678831,1.51804447151,0.903153799424,1.37603081098,0.95402873558,1.19228935865
432,1.31056272952,1.51716413456,0.903250257373,1.37850216039,0.952140196937,1.19405619967
433,1.31039381798,1.52430359305,0.902236786562,1.3766786733,0.949099336845,1.19936474739
434,1.3090305927,1.5294328532,0.900636328422,1.37554944265,0.952223575475,1.20112896234
435,1.30575512137,1.53228492472,0.904390626663,1.37643156649,0.957101906861,1.2055722292
436,1.31049000621,1.53462412658,0.90919335949,1.37800076093,0.963211543226,1.20584691844
437,1.31020680168,1.53688769603,0.913634143108,1.3808609006,0.970687152832,1.2066643927
438,1.30908689311,1.5452034146,0.914685297367,1.38284786069,0.973202702355,1.20749155858
439,1.30412928744,1.55460065903,0.915606846286,1.38414557493,0.975930719143,1.21164527413
440,1.29918591386,1.55961737447,0.916728849928,1.38738261026,0.981021693334,1.2117644325
441,1.30107517319,1.56346544414,0.917600871503,1.3925109612,0.983457227863,1.2132551825
442,1.30224640104,1.56550277574,0.919111374346,1.39463954206,0.986540283457,1.21270594302
443,1.30676575855,1.573037904,0.920404964997,1.39619327427,0.989530405062,1.2131061686
444,1.31315006185,1.57762413331,0.922176470243,1.40219953105,0.994390468028,1.21447284065
445,1.30515075226,1.58233245369,0.925221090053,1.4019475196,0.998247410937,1.21938651289
446,1.31464300072,1.58394318877,0.926589561734,1.40332056134,1.00117819151,1.21876715677
447,1.31052587395,1.58215789956,0.928576552774,1.40613951736,1.00156950269,1.21347386153
448,1.31222025752,1.58480547392,0.930771687317,1.40620223955,1.00413423274,1.20874817817
449,1.31346866843,1.58392665517,0.933082945568,1.40890583222,1.00540849599,1.20731086139
450,1.31191072202,1.58624622143,0.935552393393,1.41359003823,1.01127132041,1.20873525751
451,1.31395216956,1.59029955863,0.935672300629,1.41637086622,1.01376113436,1.20712261589
452,1.31272388054,1.58512583592,0.937444945792,1.42021814099,1.01504630069,1.20789382264
453,1.30878503388,1.58783655521,0.938549024033,1.42591359673,1.01799966039,1.21012987869
454,1.3078277784,1.58707107011,0.939917031689,1.43344150662,1.02410510942,1.21142609739
455,1.30994638097,1.58777015152,0.945107283105,1.43976235448,1.02540580981,1.21355246137
456,1.31476291883,1.59206383739,0.948878642373,1.44593284653,1.02686764631,1.21259932215
457,1.30707221851,1.59328869237,0.949697035686,1.45078559677,1.02911378985,1.21822887522
458,1.29779409454,1.59907544935,0.951744886894,1.45810586729,1.03637839776,1.21418783954
459,1.30115937012,1.60906659358,0.956377321569,1.46674960757,1.04415565218,1.21633192931
460,1.30520594081,1.61566664613,0.959213429188,1.47492373884,1.04622057714,1.21725672675
461,1.30346967141,1.61962998054,0.964300462419,1.48193263095,1.05051340717,1.21864480378
462,1.2993114629,1.62118006743,0.96852306045,1.48849827013,1.05070378249,1.22421602115
463,1.30478052199,1.62444025968,0.973284802919,1.49269179138,1.05744419779,1.22574526118
464,1.31136006352,1.62731420862,0.977584708609,1.4958323349,1.06185242567,1.22539980598
465,1.31319634268,1.61933567459,0.981469819809,1.50049817054,1.06691192825,1.21975438374
466,1.31478096169,1.61353262522,0.985105143108,1.5047969419,1.07293075856,1.22245694047
467,1.31514375082,1.61714448623,0.988611401334,1.51126624658,1.07851043848,1.22847373398
468,1.31847784395,1.617609372,0.992435647363,1.51778720992,1.08360282061,1.23097736372
469,1.32508151645,1.62093257495,0.996356400591,1.5343336186,1.08530494264,1.23674903669
470,1.33789656517,1.62812576557,1.0000005868,1.53264714497,1.08817866355,1.23979605
471,1.3466193298,1.62729780454,1.00396103365,1.53523704927,1.09127903388,1.24112554231
472,1.34020516167,1.63087575166,1.00906869919,1.54190897388,1.095541492,1.24544792488
473,1.34453459339,1.62638271518,1.01363505656,1.54913367688,1.10627490785,1.25069125823
474,1.34588076132,1.63007157013,1.01702881457,1.55723509835,1.10667934849,1.25571495788
475,1.34984874076,1.62866919723,1.02139834903,1.56317147538,1.11730741872,1.26133768772
476,1.35709841903,1.62599409567,1.02730659831,1.57735173395,1.12570308965,1.27169178556
477,1.3630141924,1.62649173061,1.0324095878,1.58970472688,1.12803640218,1.27953782841
478,1.36813018387,1.62677654201,1.0390111286,1.59490047643,1.1319593654,1.28783609225
479,1.38275342768,1.63212389597,1.04693009967,1.58885806889,1.13507241666,1.29617750586
480,1.39099395182,1.63817911472,1.05412523473,1.59884908273,1.13989486444,1.30121728148
481,1.40088958052,1.65052601969,1.06020365598,1.60872281394,1.14638296142,1.31174297045
482,1.40749803546,1.66186741641,1.06557078069,1.61899734476,1.15331530924,1.31997053315
483,1.41717241528,1.67593281416,1.06984780036,1.63390186227,1.16289222788,1.32723833939
484,1.42653319762,1.6923912498,1.08271251014,1.64680160954,1.17142161887,1.33056302173
485,1.4391623679,1.70304871843,1.08995336557,1.65666650881,1.18143274381,1.33576914924
486,1.45061576324,1.71419022024,1.09743853697,1.66733793315,1.19152774272,1.34269333593
487,1.45818709011,1.73328442722,1.10458593343,1.6756356072,1.200300191,1.35138012585
488,1.46900857678,1.75768923327,1.10793425233,1.68604884328,1.20952107701,1.36264513938
489,1.47736613067,1.78395882656,1.11226155198,1.69725645175,1.22432220787,1.37158228305
490,1.50166614205,1.80535520141,1.11857749451,1.70771794932,1.23790842581,1.38005006032
491,1.52594994925,1.82082169292,1.12633682697,1.71763100541,1.24802896018,1.39020293668
492,1.5407149898,1.83886979881,1.13705321282,1.72679350556,1.25620547386,1.39828160972
493,1.55492674636,1.8644649473,1.14305077857,1.73644617485,1.26731928844,1.40741555088
494,1.58090012042,1.88924432858,1.15077635433,1.74970080145,1.27344902966,1.41682594212
495,1.61005944963,1.92642922946,1.15872582739,1.75970251712,1.27921385574,1.4370634081
